#,Region/ المنطقة,PC Code/ رمز مركز الانتخاب,Office #/ الللجنة الانتخابية #,Office/ الللجنة الانتخابية ,Main C/ الدائرة الانتخابية الرئيسية,SubC # / رقم الدائرة الفرعية ,SubC name / الدائرة الفرعية,Name PC,Mahalla / المحلة,Village / المدينة/القرية,نوع المركز / Type,E  خط العرض   / Coordinates E,N  خط العرض   / Coordinates N
1387,الشرقية,34030,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,شهداء بوسليم ,شهداء السلماني,بنغازي المركز,عام,20.0989,32.1106222222222
1388,الشرقية,34031,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,قرطبة,البركة,البركة,عام,20.07665,32.1044
1389,الشرقية,34032,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,السيدة زينب,البركة,البركة,عام,20.0961833333333,32.0935611111111
1390,الشرقية,34034,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,الصادق بالة,البركة,البركة,عام,20.086775,32.0957722222222
1391,الشرقية,34035,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,خالد بن الوليد,البركة,البركة,عام,20.0999388888889,32.0996277777778
1392,الشرقية,34036,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,بدر الكبرى,البركة,البركة,عام,20.0908416666667,32.1003027777778
1393,الشرقية,34037,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,الإرادة,البركة,البركة,عام,,
1394,الشرقية,34038,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,قطر,البركة,البركة,عام,20.08875,32.1013222222222
1395,الشرقية,34039,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,النور,البركة,البركة,عام,20.1003833333333,32.1005333333333
1396,الشرقية,34040,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,الشهيدة سناء,البركة,البركة,عام,20.0873583333333,32.1028055555556
1397,الشرقية,34041,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,الرسالة المقدسة,البركة,البركة,عام,20.1049055555556,32.0898972222222
1398,الشرقية,34042,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,حرائر ليبيا,البركة,البركة,عام,20.0756222222222,32.1364055555556
1399,الشرقية,34043,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,طارق بن زياد,البركة,البركة,عام,20.0832722222222,32.0961694444444
1400,الشرقية,34044,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,تبوك,الهواري,البركة,عام, 20.123427°, 32.078194°
1401,الشرقية,34045,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,ابن سينا,الحدائق,البركة,عام," 20° 6'9.54""E"," 32° 6'26.97""N"
1402,الشرقية,34046,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,البشائر,شهداء الزاوية,البركة,عام,20.1101972222222,32.1030583333333
1403,الشرقية,34047,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,ابي بن كعب,منطقة الحدائق ,البركة,عام,20.1106972222222,32.0874722222222
1404,الشرقية,34048,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,المجد,بنغازي الجديدة,البركة,عام," 20° 7'18.35""E"," 32° 6'9.00""N"
1405,الشرقية,34049,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,الوفاء,بنغازي الجديدة,البركة,عام,20.118665°, 32.085621°
1406,الشرقية,34050,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,فجر المعرفة, لملوم,البركة,عام,20.1098277777778,32.0993555555556
1407,الشرقية,34051,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,يوسف بوبكر,الفويهات,البركة,عام,20.0834833333333,32.0771722222222
1408,الشرقية,34052,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,النجاح,الفويهات,البركة,عام,20.0683388888889,32.0752388888889
1409,الشرقية,34053,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,الاتحاد,الفويهات,البركة,عام,20.0799944444444,32.0747722222222
1410,الشرقية,34054,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,ام حبيبة,الفويهات,البركة,عام,20.0991194444444,32.0690277777778
1411,الشرقية,34055,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,الشموخ,القوارشة,البركة,عام,,
1412,الشرقية,34056,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,الضياء,القوارشة,البركة,عام,20.0682611111111,32.0246916666667
1413,الشرقية,34057,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,القوارشة,القوارشة,البركة,عام,20.0723722222222,32.026625
1414,الشرقية,34058,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,بودريسة,القوارشة,البركة,عام,20.1052,31.8936194444444
1415,الشرقية,34059,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,شهداء جندوبة,الكيش,البركة,عام,20.07405,32.0988138888889
1416,الشرقية,34060,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,مناهل العلم,الكيش,البركة,عام,20.0684972222222,32.0842388888889
1417,الشرقية,34061,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,القيروان,الكيش,البركة,عام,,
1418,الشرقية,34062,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,صلاح الدين,الكيش,البركة,عام,20.0763638888889,32.0833138888889
1419,الشرقية,34063,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,عثمان بن عفان,الكيش,البركة,عام,20.0758833333333,32.0809833333333
1420,الشرقية,34064,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,غرناطة,الكيش,البركة,عام,20.0781222222222,32.0832111111111
1421,الشرقية,34065,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,ابي بكر الرازي,الكيش,البركة,عام,20.0781222222222,32.0832111111111
1422,الشرقية,34066,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,نور الحرية ,الكيش,البركة,عام,20.0726611111111,32.0818222222222
1423,الشرقية,34067,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,أبوبكر الصديق,الكيش,البركة,عام,20.0724888888889,32.0908333333333
1424,الشرقية,34068,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,الصديقة,الهواري,البركة,عام,20.1301388888889,32.0938527777778
1425,الشرقية,34069,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,شباب الحرية,الهواري,البركة,عام,20.1105388888889,32.07515
1426,الشرقية,34070,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,احرار ليبيا,بنغازي الجديدة,البركة,عام,,
1427,الشرقية,34071,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,شهداء الهواري,الهواري,البركة,عام,20.1413027777778,32.0165166666667
1428,الشرقية,34072,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,مصعب بن عمير,الهواري,البركة,عام,20.1234777777778,32.0736833333333
1429,الشرقية,34073,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,24ديسمبر,الهواري,البركة,عام,20.1302027777778,32.0796166666667
1430,الشرقية,34074,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,طيبة المنورة,الهواري,البركة,عام,20.1135055555556,32.0797027777778
1431,الشرقية,34075,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,الأنصار,الهواري,البركة,عام,20.135575,32.0930972222222
1432,الشرقية,34077,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,العباس بن عبد المطلب,بنغازي الجديدة,البركة,عام,20.1222277777778,32.089175
1433,الشرقية,34078,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,طليطلة,بنغازي الجديدة,البركة,عام,20.1192444444444,32.0821361111111
1434,الشرقية,34079,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,أحمد رفيق,بنغازي الجديدة,البركة,عام,20.127975,32.1045888888889
1435,الشرقية,34080,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,المهاجرين,بنغازي الجديدة,البركة,عام,20.1245083333333,32.1067333333333
1436,الشرقية,34081,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,بو فاخرة,بوفاخرة,البركة,عام,19.9758333333333,31.9450833333333
1437,الشرقية,34082,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,التربة,بوفاخرة,البركة,عام,19.9499694444444,31.8724833333333
1438,الشرقية,34083,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,تيكة,بوفاخرة,البركة,عام, 20.025010°, 31.942281°
1439,الشرقية,34084,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,قنفودة,بوفاخرة,البركة,عام, 20.020490°, 32.033304°
1440,الشرقية,34085,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,قاريونس,قاريونس,البركة,عام,20.0397916666667,32.0540305555556
1441,الشرقية,34086,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,ابن خلدون,قاريونس,البركة,عام,20.0573194444444,32.0782
1442,الشرقية,34087,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,جيل الوعد,قاريونس,البركة,عام,20.0365555555556,32.05425
1443,الشرقية,34088,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,أمنة بنت وهب,السلماني الشرقي ,السلاوي,عام,20.1015138888889,32.1354111111111
1444,الشرقية,34089,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,شهداء الواجب,السلماني الشرقي ,السلاوي,عام, 20.101273°, 32.128552°
1445,الشرقية,34090,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,علي بن ابي طالب,السلماني الشرقي ,السلاوي,عام,20.0906666666667,32.1227277777778
1446,الشرقية,34091,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,اليرموك,السلماني الشرقي ,السلاوي,عام, 20.096256°, 32.124515°
1447,الشرقية,34092,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,فتاة الثورة,السلماني الشرقي ,السلاوي,عام,20.0956166666667,32.1177527777778
1448,الشرقية,34093,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,الحسن بن علي,العروبة,السلاوي,عام,,
1449,الشرقية,34094,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,عمر بن عبد العزيز,العروبة,السلاوي,عام,,
1450,الشرقية,34095,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,نور المعرفة,العروبة,السلاوي,عام,20.1333027777778,32.1279527777778
1451,الشرقية,34096,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,الاحرار,العروبة,السلاوي,عام,20.1164027777778,32.1204777777778
1452,الشرقية,34097,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,اسامة بن زيد,العروبة ,السلاوي,عام,20.1252583333333,32.1173222222222
1453,الشرقية,34098,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,النصر,العروبة ,السلاوي,عام,20.1162083333333,32.1125583333333
1454,الشرقية,34099,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,شهداء بنغازي,العروبة,السلاوي,عام,20.1133111111111,32.1290583333333
1455,الشرقية,34100,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,السيدة هاجر,حي السلام,السلاوي,عام,20.122575,32.1476722222222
1456,الشرقية,34101,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,هواري بومدين,حي السلام,السلاوي,عام,20.1047861111111,32.1424972222222
1457,الشرقية,34102,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,أم القرى,حي السلام,السلاوي,عام,20.1136777777778,32.142625
1458,الشرقية,34103,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,سعد بن أبي وقاص,حي السلام,السلاوي,عام,20.1171833333333,32.137225
1459,الشرقية,34104,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,شهداء الوطن,حي السلام,السلاوي,عام,20.1097222222222,32.1480666666667
1460,الشرقية,34105,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,شباب الثورة,حي السلام,السلاوي,عام,20.0990472222222,32.124125
1461,الشرقية,34106,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,امجاور الرابحي,حي السلام,السلاوي,عام,20.1223638888889,32.139775
1462,الشرقية,34107,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,بشائر النصر,الكويفية,سيدي خليفة,عام,20.1705916666667,32.2016527777778
1463,الشرقية,34108,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,أبي ذر الغفاري,الكيش,السلاوي,عام,20.1123722222222,32.1376222222222
1464,الشرقية,34109,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,شهداء السلاوي,الكويفية,سيدي خليفة,عام,20.1340694444444,32.1722555555556
1465,الشرقية,34110,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,عمر بن الخطاب,حي السلام,السلاوي,عام,20.1136972222222,32.1467861111111
1466,الشرقية,34111,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,راية الاستقلال,حي السلام,السلاوي,عام,20.1172055555556,32.1530638888889
1467,الشرقية,34112,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,فتاة العروبة,المحيشي,السلاوي,عام,20.1138583333333,32.1380833333333
1468,الشرقية,34113,15,بنغازي,بنغازي الكبرى,43,الساحل الشرقي من منطقة توكرا الى سيدي خليفة,طلائع النصر,سيدي خليفة,سيدي خليفة,عام,,
1469,الشرقية,34114,15,بنغازي,بنغازي الكبرى,43,الساحل الشرقي من منطقة توكرا الى سيدي خليفة,ابراهيم الفيل,سيدي خليفة,سيدي خليفة,عام,,
1470,الشرقية,34115,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,المنارة,سيدي خليفة,سيدي خليفة,عام,20.1998611111111,32.2415888888889
1471,الشرقية,34116,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,القاهرة,المختار,السلاوي,عام,20.1198666666667,32.1314305555556
1472,الشرقية,34117,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,الفضيل بو عمر,المختار,السلاوي,عام,20.1290861111111,32.1342944444444
1473,الشرقية,34118,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,نهر الحياة,المختار,السلاوي,عام,20.1118611111111,32.1293444444444
1474,الشرقية,34119,15,بنغازي,بنغازي الكبرى,44,"سلوق - النوقية - ابو الصفن - قمينس - المقرون - شط البدين
 - الرقطة - زاوية طلمون - سلوق - الجردينة - مسوس - الابيار - الرجمة 
- بنينة - وادي - الباب - السلك - المقزحه",شهداء بنينا,بنينا,بنينا,عام,,
1475,الشرقية,34120,15,بنغازي,بنغازي الكبرى,44,"سلوق - النوقية - ابو الصفن - قمينس - المقرون - شط البدين
 - الرقطة - زاوية طلمون - سلوق - الجردينة - مسوس - الابيار - الرجمة 
- بنينة - وادي - الباب - السلك - المقزحه",النمودجية بنينا,بنينا,بنينا,عام,,
1476,الشرقية,34121,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,ثورة العلم,بوعطني,السلاوي,عام,20.1505083333333,32.120525
1477,الشرقية,34122,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,بوعطني الإبتدائية,بوعطني,السلاوي,عام,20.1548,32.1030083333333
1478,الشرقية,34123,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,الأمل بوعطني,بوعطني,السلاوي,عام,20.1829972222222,32.0965916666667
1479,الشرقية,34124,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,الانتصار,بوعطني,السلاوي,عام,20.1475361111111,32.1076388888889
1480,الشرقية,34125,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,عصر الحرية,بوعطني,السلاوي,عام,20.1485027777778,32.1076416666667
1481,الشرقية,34126,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,التقدم,بوعطني,السلاوي,عام,20.14945,32.1208111111111
1482,الشرقية,34127,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,موسى بن نصير,شهداء السلاوي,السلاوي,عام,20.1038361111111,32.1238722222222
1483,الشرقية,34128,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,شهيرات الإسلام,شهداء السلاوي,السلاوي,عام,20.1060777777778,32.1130888888889
1484,الشرقية,34129,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,السيدة عائشة,شهداء السلاوي,السلاوي,عام, 20.110012°, 32.121788°
1485,الشرقية,34130,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,صقر قريش,شهداء السلاوي,السلاوي,عام,20.10915,32.1277444444444
1486,الشرقية,34131,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,الشعله,شهداء السلاوي,السلاوي,عام, 20.112850°, 32.111024°
1487,الشرقية,34132,15,بنغازي,بنغازي الكبرى,42,بنغازي -من جسر  سيدي خليفة شرقاً إلى الثرية غرباً إلى معمل الاسمنت جنوباً,مركز اعادة تأهيل المعاقين,السلاوي,السلاوي,عام,20.1124055555556,32.1191388888889
1488,الشرقية,34133,15,بنغازي,بنغازي الكبرى,43,الساحل الشرقي من منطقة توكرا الى سيدي خليفة,إمحمد الباعور,توكره,توكره,عام, 20.583423°, 32.535055°
1489,الشرقية,34134,15,بنغازي,بنغازي الكبرى,43,الساحل الشرقي من منطقة توكرا الى سيدي خليفة,الشهيد سليمان سعيد العرفي,توكره,توكره,عام, 20.492733°, 32.363420°
1490,الشرقية,34135,15,بنغازي,بنغازي الكبرى,43,الساحل الشرقي من منطقة توكرا الى سيدي خليفة,عبد الفتاح كركار,توكره,توكره,عام, 20.234377°, 31.283215°
1491,الشرقية,34136,15,بنغازي,بنغازي الكبرى,43,الساحل الشرقي من منطقة توكرا الى سيدي خليفة,سعيد الكوسة,توكره,توكره,عام, 20.581971°, 32.532552°
1492,الشرقية,34137,15,بنغازي,بنغازي الكبرى,43,الساحل الشرقي من منطقة توكرا الى سيدي خليفة,عبدالمنعم رياض,دريانه,دريانه,عام, 20.272823°, 32.309214°
1493,الشرقية,34138,15,بنغازي,بنغازي الكبرى,43,الساحل الشرقي من منطقة توكرا الى سيدي خليفة,المرحوم فرج عبدالحميد,دريانه,دريانه,عام, 20.492733°, 32.363420°
1494,الشرقية,34139,15,بنغازي,بنغازي الكبرى,43,الساحل الشرقي من منطقة توكرا الى سيدي خليفة,المجاهد حمد الترت,الحمدة,توكره,عام, 20.581971°, 32.532552°
1495,الشرقية,34140,15,بنغازي,بنغازي الكبرى,43,الساحل الشرقي من منطقة توكرا الى سيدي خليفة,المرحوم خليل ادريس,برسس,توكره,عام, 20.174072°, 31.232565°
1496,الشرقية,34141,15,بنغازي,بنغازي الكبرى,43,الساحل الشرقي من منطقة توكرا الى سيدي خليفة,الجبل,المبني,دريانه,عام," 20°29'33.84""E"," 32°21'48.31""N"
1497,الشرقية,34142,15,بنغازي,بنغازي الكبرى,43,الساحل الشرقي من منطقة توكرا الى سيدي خليفة,المرحوم موسى محمد ابراهيم,المبني,دريانه,عام, 20.272823°, 32.309214°
1498,الشرقية,34143,15,بنغازي,بنغازي الكبرى,43,الساحل الشرقي من منطقة توكرا الى سيدي خليفة,المجاهد الباين سعد الباين,الصيرة الحمراء,دريانه,عام, 20.583423°, 32.535055°
1499,الشرقية,34144,15,بنغازي,بنغازي الكبرى,44,"سلوق - النوقية - ابو الصفن - قمينس - المقرون - شط البدين
 - الرقطة - زاوية طلمون - سلوق - الجردينة - مسوس - الابيار - الرجمة 
- بنينة - وادي - الباب - السلك - المقزحه", شط البدين ,كركورة,المقرون,عام, 20.174072°, 31.232565°
