#,Region/ المنطقة,PC Code/ رمز مركز الانتخاب,Office #/ الللجنة الانتخابية #,Office/ الللجنة الانتخابية ,Main C/ الدائرة الانتخابية الرئيسية,SubC # / رقم الدائرة الفرعية ,SubC name / الدائرة الفرعية,Name PC,Mahalla / المحلة,Village / المدينة/القرية,نوع المركز / Type,E  خط العرض   / Coordinates E,N  خط العرض   / Coordinates N
1,  الغربية ,11001,1,سرت,سرت,1,بني وليد - تاورغاء - بوقرين - الوشكة - زمزم - بونجيم.,عمر بن الخطاب,الظهرة -تنيناي الوادي,بني وليد - تنيناي,عام,13.980153,31.745111
2,  الغربية ,11002,1,سرت,سرت,1,بني وليد - تاورغاء - بوقرين - الوشكة - زمزم - بونجيم.,اشميخ,اشميخ,بني وليد - اشميخ,عام,13.960358,31.433803
3,  الغربية ,11003,1,سرت,سرت,1,بني وليد - تاورغاء - بوقرين - الوشكة - زمزم - بونجيم.,مدرسة النجم الساطع,الظهرة,بني وليد,عام,13.9684916666667,31.7482416666667
4,  الغربية ,11004,1,سرت,سرت,1,بني وليد - تاورغاء - بوقرين - الوشكة - زمزم - بونجيم.,إفريقيا,الظهرة,بني وليد,عام,13.756214,31.388803
5,  الغربية ,11005,1,سرت,سرت,1,بني وليد - تاورغاء - بوقرين - الوشكة - زمزم - بونجيم.,الفاروق,الظهرة,بني وليد,عام,13.977233,31.751061
6,  الغربية ,11006,1,سرت,سرت,1,بني وليد - تاورغاء - بوقرين - الوشكة - زمزم - بونجيم.,افاق المستقبل,الظهرة,بني وليد,عام,13.990222,31.741153
7,  الغربية ,11007,1,سرت,سرت,1,بني وليد - تاورغاء - بوقرين - الوشكة - زمزم - بونجيم.,الإمام مالك إبن أنس,التنية البيضاء,بني وليد,عام,13.97175,31.742497
8,  الغربية ,11008,1,سرت,سرت,1,بني وليد - تاورغاء - بوقرين - الوشكة - زمزم - بونجيم.,مدرسة الامام ورش,التنية البيضاء,بني وليد,عام,13.9906361111111,31.7462333333333
9,  الغربية ,11009,1,سرت,سرت,1,بني وليد - تاورغاء - بوقرين - الوشكة - زمزم - بونجيم.,بدر الكبرى,التنية البيضاء,بني وليد,عام,13.983042,31.751636
10,  الغربية ,11010,1,سرت,سرت,1,بني وليد - تاورغاء - بوقرين - الوشكة - زمزم - بونجيم.,الشهيد حافظ المدني,البلدية,بني وليد,عام,14.007325,31.744042
11,  الغربية ,11011,1,سرت,سرت,1,بني وليد - تاورغاء - بوقرين - الوشكة - زمزم - بونجيم.,القدس,البلدية,بني وليد,عام,14.015147,31.750139
12,  الغربية ,11012,1,سرت,سرت,1,بني وليد - تاورغاء - بوقرين - الوشكة - زمزم - بونجيم.,سناء محيدلي,البلدية,بني وليد,عام,14.016286,31.745083
13,  الغربية ,11013,1,سرت,سرت,1,بني وليد - تاورغاء - بوقرين - الوشكة - زمزم - بونجيم.,محمد جمال الدرة,البلدية,بني وليد,عام,14.031711,31.741639
14,  الغربية ,11014,1,سرت,سرت,1,بني وليد - تاورغاء - بوقرين - الوشكة - زمزم - بونجيم.,علي بن أبي طالب,سوف الجين,بني وليد,عام,14.048922,31.764694
15,  الغربية ,11015,1,سرت,سرت,1,بني وليد - تاورغاء - بوقرين - الوشكة - زمزم - بونجيم., قضوار السهولي,سوف الجين,بني وليد,عام,14.05122,31.755016
16,  الغربية ,11016,1,سرت,سرت,1,بني وليد - تاورغاء - بوقرين - الوشكة - زمزم - بونجيم.,خالد بن الوليد,أبو راس,بني وليد,عام,14.068783,31.793536
17,  الغربية ,11017,1,سرت,سرت,1,بني وليد - تاورغاء - بوقرين - الوشكة - زمزم - بونجيم.,مدرسة اسامة بن زيد ,أبو راس,بني وليد,عام,14.0846666666667,31.7862
18,  الغربية ,11018,1,سرت,سرت,1,بني وليد - تاورغاء - بوقرين - الوشكة - زمزم - بونجيم.,موسى بن نصير,أبو نجرة,بني وليد,عام,14.109531,31.819486
19,  الغربية ,11019,1,سرت,سرت,1,بني وليد - تاورغاء - بوقرين - الوشكة - زمزم - بونجيم.,الأمل,أبو نجرة,بني وليد,عام,14.485267,31.732673
20,  الغربية ,11020,1,سرت,سرت,1,بني وليد - تاورغاء - بوقرين - الوشكة - زمزم - بونجيم.,عمرو بن العاص,المربوعة,بني وليد,عام,14.103103,31.826775
21,  الغربية ,11021,1,سرت,سرت,1,بني وليد - تاورغاء - بوقرين - الوشكة - زمزم - بونجيم.,مدرسة السلام,المربوعة,بني وليد,عام,14.0875416666667,31.8304194444444
22,  الغربية ,11022,1,سرت,سرت,1,بني وليد - تاورغاء - بوقرين - الوشكة - زمزم - بونجيم.,بني وليد الشمالية,أبوراوي,بني وليد,عام,14.077583,31.825111
23,  الغربية ,11023,1,سرت,سرت,1,بني وليد - تاورغاء - بوقرين - الوشكة - زمزم - بونجيم.,عمر المختار,أبوراوي,بني وليد,عام,14.076483,31.800069
24,  الغربية ,11024,1,سرت,سرت,1,بني وليد - تاورغاء - بوقرين - الوشكة - زمزم - بونجيم.,الوحدة العربية,الوحدة العربية,بني وليد,عام,14.044631,31.773403
25,  الغربية ,11025,1,سرت,سرت,1,بني وليد - تاورغاء - بوقرين - الوشكة - زمزم - بونجيم.,الإجلاء سابقا,أبو عمود,بني وليد,عام,14.019706,31.767139
26,  الغربية ,11026,1,سرت,سرت,1,بني وليد - تاورغاء - بوقرين - الوشكة - زمزم - بونجيم.,الاستقلال,السند,بني وليد,عام,14.010053,31.760786
27,  الغربية ,11027,1,سرت,سرت,1,بني وليد - تاورغاء - بوقرين - الوشكة - زمزم - بونجيم.,صلاح الدين,ميمون,بني وليد,عام,14.000901,31.768627
28,  الغربية ,11028,1,سرت,سرت,1,بني وليد - تاورغاء - بوقرين - الوشكة - زمزم - بونجيم.,حطين,الخرماني,بني وليد,عام,13.995871,31.775135
29,  الغربية ,11029,1,سرت,سرت,1,بني وليد - تاورغاء - بوقرين - الوشكة - زمزم - بونجيم.,الشعب,الخرماني,بني وليد,عام,13.9594194444444,31.7612527777778
30,  الغربية ,11030,1,سرت,سرت,1,بني وليد - تاورغاء - بوقرين - الوشكة - زمزم - بونجيم.,وادي بي,وادي بي,وادي بي,عام,15.332497,30.841756
31,  الغربية ,11031,1,سرت,سرت,1,بني وليد - تاورغاء - بوقرين - الوشكة - زمزم - بونجيم.,أبو قرين,أبو قرين,أبو قرين,عام,15.253188,31.449552
32,  الغربية ,11032,1,سرت,سرت,1,بني وليد - تاورغاء - بوقرين - الوشكة - زمزم - بونجيم.,الكرامة,أبو قرين,أبو قرين,عام,15.252058,31.453345
33,  الغربية ,11033,1,سرت,سرت,1,بني وليد - تاورغاء - بوقرين - الوشكة - زمزم - بونجيم.,الشهيد السنوسي الكاسح,الوشكة,الوشكة,عام,15.571239,31.347022
34,  الغربية ,11034,1,سرت,سرت,1,بني وليد - تاورغاء - بوقرين - الوشكة - زمزم - بونجيم.,أسامة بن زيد,أبونجيم,أبونجيم,عام,15.428142,30.602717
35,  الغربية ,11035,1,سرت,سرت,1,بني وليد - تاورغاء - بوقرين - الوشكة - زمزم - بونجيم.,مدرسة قرزة,قرزه,قرزه,عام,14.572889,30.970781
36,  الغربية ,11036,1,سرت,سرت,1,بني وليد - تاورغاء - بوقرين - الوشكة - زمزم - بونجيم.,السلام,زمزم,زمزم,عام,15.092472,31.167728
37,  الغربية ,11037,1,سرت,سرت,1,بني وليد - تاورغاء - بوقرين - الوشكة - زمزم - بونجيم.,القداحية المركزية,القداحية,زمزم,عام,15.241239,31.364711
38,  الغربية ,11038,1,سرت,سرت,1,بني وليد - تاورغاء - بوقرين - الوشكة - زمزم - بونجيم.,ليبيا الغد,القداحية,زمزم,عام,15.187067,31.269014
39,  الغربية ,11039,1,سرت,سرت,2,منطقة الجفرة وتشمل : ودان - هون - سوكنة - زله - الفقه.,مدرسة سوكنة الابتدائية للبنين,سوكنة, سوكنة,عام,15.784044,29.070895
40,  الغربية ,11040,1,سرت,سرت,2,منطقة الجفرة وتشمل : ودان - هون - سوكنة - زله - الفقه.,مدرسة سوكنة الاعدادية للبنات,سوكنة,سوكنة,عام,15.784384,29.07026
41,  الغربية ,11041,1,سرت,سرت,2,منطقة الجفرة وتشمل : ودان - هون - سوكنة - زله - الفقه.,مدرسة ابوبكر الصديق الثانوية,الفقهاء,الفقهاء,عام,16.392631,27.811958
42,  الغربية ,11042,1,سرت,سرت,2,منطقة الجفرة وتشمل : ودان - هون - سوكنة - زله - الفقه.,مدرسة ابي الحسن الوداني,الشمالية,ودان,عام,16.142952,29.161902
43,  الغربية ,11043,1,سرت,سرت,2,منطقة الجفرة وتشمل : ودان - هون - سوكنة - زله - الفقه.,مدرسة ودان الثانوية,الجنوبية,ودان,عام,16.142061,29.157194
44,  الغربية ,11044,1,سرت,سرت,2,منطقة الجفرة وتشمل : ودان - هون - سوكنة - زله - الفقه.,مدرسة احمد قنابة,الصوان,ودان,عام,16.155622,29.172947
45,  الغربية ,11045,1,سرت,سرت,2,منطقة الجفرة وتشمل : ودان - هون - سوكنة - زله - الفقه.,مدرسة عبدالله الهوني الثانوية,هون الشمالية,هون,عام,15.939258,29.126494
46,  الغربية ,11046,1,سرت,سرت,2,منطقة الجفرة وتشمل : ودان - هون - سوكنة - زله - الفقه.,القدس,هون الشمالية,هون,عام,15.961686,29.127877
47,  الغربية ,11047,1,سرت,سرت,2,منطقة الجفرة وتشمل : ودان - هون - سوكنة - زله - الفقه.,هون الاعدادية للبنات,هون الجنوبية,هون,عام,15.943638,29.120786
48,  الغربية ,11048,1,سرت,سرت,2,منطقة الجفرة وتشمل : ودان - هون - سوكنة - زله - الفقه.,هون الاعدادية للبنين,هون الجنوبية,هون,عام,15.93777,29.120495
49,  الغربية ,11049,1,سرت,سرت,2,منطقة الجفرة وتشمل : ودان - هون - سوكنة - زله - الفقه.,مدرسة زلة الثانوية,زلة المركز,زلة,عام,17.544686,28.549256
50,  الغربية ,11050,1,سرت,سرت,2,منطقة الجفرة وتشمل : ودان - هون - سوكنة - زله - الفقه.,مدرسة زلة للتعليم الاساسي,زلة المركز,زلة,عام,17.554362,28.544672
51,  الغربية ,11051,1,سرت,سرت,3,راس لانوف - السدره - سرت.,القلعة الصناعية,رأس الانوف,رأس الانوف,عام,18.418114,30.585214
52,  الغربية ,11052,1,سرت,سرت,3,راس لانوف - السدره - سرت.,شهداء الهاني,الوادي الاحمر,الوادي الاحمر,عام,17.444697,31.012336
53,  الغربية ,11053,1,سرت,سرت,3,راس لانوف - السدره - سرت.,أبوسعدة للتعليم الأساسي,ابوسعدة,ابوسعدة,عام,17.520261,30.991969
54,  الغربية ,11054,1,سرت,سرت,3,راس لانوف - السدره - سرت.,جابر بن حيان, بن جواد,بن جواد,عام,18.078536,30.801342
55,  الغربية ,11055,1,سرت,سرت,3,راس لانوف - السدره - سرت.,فتاة الثورة,بن جواد,بن جواد,عام,18.082961,30.800331
56,  الغربية ,11056,1,سرت,سرت,3,راس لانوف - السدره - سرت.,عبدالجليل سيف النصر,هراوة,هراوة,عام,17.288135,31.047576
57,  الغربية ,11057,1,سرت,سرت,3,راس لانوف - السدره - سرت.,ابوبكر الصديق,هراوة,هراوة,عام,17.227428,30.899636
58,  الغربية ,11058,1,سرت,سرت,3,راس لانوف - السدره - سرت.,عمرو بن العاص,ابو زاهية,ابو زاهية,عام,16.681989,31.207367
59,  الغربية ,11059,1,سرت,سرت,3,راس لانوف - السدره - سرت.,الفارابي,ابو زاهية,سرت,عام,16.756517,31.193008
60,  الغربية ,11060,1,سرت,سرت,3,راس لانوف - السدره - سرت.,سالم الشرفى,القرضابية,سرت,عام,16.948342,31.149892
61,  الغربية ,11061,1,سرت,سرت,3,راس لانوف - السدره - سرت.,ابوعبيده بن الجراح,سلطان,سرت,عام,17.146817,31.115661
62,  الغربية ,11062,1,سرت,سرت,3,راس لانوف - السدره - سرت.,المنارة للغات,سرت المركز,سرت,عام,16.58631,31.209924
63,  الغربية ,11063,1,سرت,سرت,3,راس لانوف - السدره - سرت.,خولة بنت الأزور,سرت المركز,سرت,عام,16.587656,31.206733
64,  الغربية ,11064,1,سرت,سرت,3,راس لانوف - السدره - سرت.,السابع عشر من فبراير,سرت المركز,سرت,عام,16.596158,31.209342
65,  الغربية ,11065,1,سرت,سرت,3,راس لانوف - السدره - سرت.,الزعفران,الزعفران,سرت,عام,16.533314,31.204422
66,  الغربية ,11066,1,سرت,سرت,3,راس لانوف - السدره - سرت.,وادي تلال,الزعفران,سرت,عام,16.548008,31.198336
67,  الغربية ,11067,1,سرت,سرت,3,راس لانوف - السدره - سرت.,النهضة الزراعية,الزعفران,سرت,عام,16.534583,31.171906
68,  الغربية ,11068,1,سرت,سرت,3,راس لانوف - السدره - سرت.,المجد,الرباط الامامي,سرت,عام,16.586344,31.201547
69,  الغربية ,11069,1,سرت,سرت,3,راس لانوف - السدره - سرت.,سناء يوسف,الجيزه العسكرية,سرت,عام,16.596632,31.177775
70,  الغربية ,11070,1,سرت,سرت,3,راس لانوف - السدره - سرت.,الجيل الجديد,الرباط,سرت,عام,16.570578,31.204922
71,  الغربية ,11071,1,سرت,سرت,3,راس لانوف - السدره - سرت.,صقور 17 فبراير,الرباط الامامي,سرت,عام,16.580933,31.200622
72,  الغربية ,11072,1,سرت,سرت,3,راس لانوف - السدره - سرت.,الثورة العربية,الرباط,سرت,عام,16.581197,31.204094
73,  الغربية ,11073,1,سرت,سرت,3,راس لانوف - السدره - سرت.,الغربيات,الغريبات,سرت,عام,16.538215,31.141462
74,  الغربية ,11074,1,سرت,سرت,3,راس لانوف - السدره - سرت.,الأنطلاقة,الغريبات,سرت,عام,16.538514,31.140444
75,  الغربية ,11075,1,سرت,سرت,3,راس لانوف - السدره - سرت.,الفجر الجديد,الغريبات,سرت,عام,16.619008,31.133806
76,  الغربية ,11076,1,سرت,سرت,3,راس لانوف - السدره - سرت.,عثمان بن عفان,الحنيوه,سرت,عام,16.919847,31.018067
77,  الغربية ,11077,1,سرت,سرت,3,راس لانوف - السدره - سرت.,قضوار السهولي,جارف,سرت,عام,16.194306,31.189753
78,  الغربية ,11078,1,سرت,سرت,3,راس لانوف - السدره - سرت.,نور اليقين,جارف,سرت,عام,16.314886,31.074175
79,  الغربية ,11079,1,سرت,سرت,3,راس لانوف - السدره - سرت.,محمد الفاتح,الثلاثين,سرت,عام,16.286436,31.225353
80,  الغربية ,11080,1,سرت,سرت,3,راس لانوف - السدره - سرت.,شهداء تاقرفت,الحي رقم 2,سرت,عام,16.560453,31.206625
81,  الغربية ,11081,1,سرت,سرت,3,راس لانوف - السدره - سرت.,طلائع النصر,الحي رقم 2,سرت,عام,16.566008,31.207981
82,  الغربية ,11082,1,سرت,سرت,3,راس لانوف - السدره - سرت.,ليبيا الحرة,الحي رقم 3,سرت,عام,16.594828,31.198822
83,  الغربية ,11083,1,سرت,سرت,3,راس لانوف - السدره - سرت.,اليرموك,الحي رقم 3,سرت,عام,16.608264,31.199947
84,  الغربية ,11084,1,سرت,سرت,3,راس لانوف - السدره - سرت.,جمال عبدالناصر,ابوهادي,سرت,عام,16.656572,31.0539
85,  الغربية ,11085,1,سرت,سرت,3,راس لانوف - السدره - سرت.,ذات الصواري,ابوهادي,سرت,عام,16.666789,30.993581
86,  الغربية ,11086,1,سرت,سرت,3,راس لانوف - السدره - سرت.,صالح الأطيوش للتعليم الأساسي,النوفلية,النوفلية,عام,17.836106,30.783908
87,  الغربية ,11087,1,سرت,سرت,3,راس لانوف - السدره - سرت.,العامرة,العامرة,العامرة,عام,17.227319,31.076658
88,  الغربية ,11088,1,سرت,سرت,3,راس لانوف - السدره - سرت.,الرازي,ام القنديل,الوسط,عام,17.599567,30.967547
89,  الغربية ,11400,1,سرت,سرت,1,بني وليد - تاورغاء - بوقرين - الوشكة - زمزم - بونجيم.,الهيئة الليبية للأغاثة-المجمع الوزاري واقادوقو ,,,نازحين,16ْ 35 32 79 ,31ْ 11 02 52
90,  الغربية ,11500,1,سرت,سرت,1,بني وليد - تاورغاء - بوقرين - الوشكة - زمزم - بونجيم.,مكتب الهيئة الليبية للاغاثة هون,,,نازحين,15ْ 56 05 42,29ْ07 51 77
91,الغربية,11701,1,سرت,سرت,Special Voting,Special Voting,ميناء السدرة,,,حقل نفط,18ْ 21 12,30ْ 37.44
92,الغربية,11702,1,سرت,سرت,Special Voting,Special Voting,ميناء رأس لانوف ,,,حقل نفط,,
93,الغربية,11703,1,سرت,سرت,Special Voting,Special Voting,حقل الغاني,,,حقل نفط,,
94,الغربية,11704,1,سرت,سرت,Special Voting,Special Voting,حقل الظهرة,,,حقل نفط,,
95,  الغربية ,12001,2,مصراتة,مصراتة,4,مصراته,شهداء زريق,ازريق,مصراتة,عام,14.90446,32.43606
96,  الغربية ,12002,2,مصراتة,مصراتة,4,مصراته,ثانوية النهضة,اقزير,مصراتة,عام,15.08349,32.3491
97,  الغربية ,12003,2,مصراتة,مصراتة,4,مصراته,الجهاد,اقزير,مصراتة,عام,15.09766,32.37272
98,  الغربية ,12004,2,مصراتة,مصراتة,4,مصراته,مدرسة عمر المختار,اقزير,مصراتة,عام,15.08769,32.3364
99,  الغربية ,12005,2,مصراتة,مصراتة,4,مصراته,مدرسة النور,اقزير,مصراتة,عام,15.091238,32.361494
100,  الغربية ,12006,2,مصراتة,مصراتة,4,مصراته,مدرسة إبراهيم السويحلي,الأسواك,مصراتة,عام,15.07348,32.36839
101,  الغربية ,12007,2,مصراتة,مصراتة,4,مصراته,ثانوية مصراتة الثانوية,البيرة,مصراتة,عام,15.07983,32.25438
102,  الغربية ,12008,2,مصراتة,مصراتة,4,مصراته,مدرسة ام سلمة,الجزيرة,مصراتة,عام,15.11569,32.3773
103,  الغربية ,12009,2,مصراتة,مصراتة,4,مصراته,مدرسة ابن غلبون,الجهانات,مصراتة,عام,15.09766,32.37272
104,  الغربية ,12010,2,مصراتة,مصراتة,4,مصراته,مدرسة الدافنية المركزية,الدافنية,مصراتة,عام,14.7928,32.41234
105,  الغربية ,12011,2,مصراتة,مصراتة,4,مصراته,مدرسة الصحابة,الدافنية,مصراتة,عام,14.81267,32.36263
106,  الغربية ,12012,2,مصراتة,مصراتة,4,مصراته,مدرسة رأس الهجمة,الدافنية,مصراتة,عام,14.91337,32.36787
107,  الغربية ,12013,2,مصراتة,مصراتة,4,مصراته,مدرسة الشعلة,الدافنية,مصراتة,عام,15.08104,32.36999
108,  الغربية ,12014,2,مصراتة,مصراتة,4,مصراته,مدرسة شهداء الرملة,الرملة,مصراتة,عام,15.14026,32.38871
109,  الغربية ,12015,2,مصراتة,مصراتة,4,مصراته,مدرسة شهداء الرويسات,الرويسات,مصراتة,عام,15.1113,32.36607
110,  الغربية ,12016,2,مصراتة,مصراتة,4,مصراته,مدرسة شهداء السبت,الرويسات,مصراتة,عام,15.10399,32.35286
111,  الغربية ,12017,2,مصراتة,مصراتة,4,مصراته,شهداء ال ماطوس,الرويسات,مصراتة,عام,15.09766,32.37272
112,  الغربية ,12018,2,مصراتة,مصراتة,4,مصراته,ذات النطاقين,الزروق,مصراتة,عام,15.148,32.37117
113,  الغربية ,12019,2,مصراتة,مصراتة,4,مصراته,مدرسة الحرية,الزروق,مصراتة,عام,15.15007,32.36272
114,  الغربية ,12020,2,مصراتة,مصراتة,4,مصراته,مدرسة النضال,الزروق,مصراتة,عام,15.13057,32.34638
115,  الغربية ,12021,2,مصراتة,مصراتة,4,مصراته,مدرسة الاجيال,الزروق,مصراتة,عام,15.077857,32.383204
116,  الغربية ,12022,2,مصراتة,مصراتة,4,مصراته,مدرسة الصفاء,الزروق,مصراتة,عام,15.15943,32.37778
117,  الغربية ,12023,2,مصراتة,مصراتة,4,مصراته,ثانوية فاطمة الزهراء,الزروق,مصراتة,عام,15.13504,32.38956
118,  الغربية ,12024,2,مصراتة,مصراتة,4,مصراته,مدرسة السلام,الزروق,مصراتة,عام,15.12759,32.3702
119,  الغربية ,12025,2,مصراتة,مصراتة,4,مصراته,شهداء الزوابي,الزوابي,مصراتة,عام,15.0810111111111,32.3517388888889
120,  الغربية ,12026,2,مصراتة,مصراتة,4,مصراته,مدرسة السكيرات,السكيرات,مصراتة,عام,15.12484,32.35688
121,  الغربية ,12027,2,مصراتة,مصراتة,4,مصراته,مدرسة طارق بن زياد,الشراكسة,مصراتة,عام,15.08654,32.38885
122,  الغربية ,12028,2,مصراتة,مصراتة,4,مصراته,مدرسة يثرب,الشراكسة,مصراتة,عام,15.0810111111111,32.3517388888889
123,  الغربية ,12029,2,مصراتة,مصراتة,4,مصراته,مدرسة الشهداء,الشواهدة,مصراتة,عام,15.07348,32.36839
124,  الغربية ,12030,2,مصراتة,مصراتة,4,مصراته,مدرسة ثورة 17 فبراير,الشواهدة,مصراتة,عام,15.07983,32.25438
125,  الغربية ,12031,2,مصراتة,مصراتة,4,مصراته,مدرسة شهداء الصوالح,الصوالح,مصراتة,عام,15.07348,32.36839
126,  الغربية ,12032,2,مصراتة,مصراتة,4,مصراته,مدرسة شهداء تاقرفت,الطريق الساحلي,مصراتة,عام,15.11816,32.2979
127,  الغربية ,12033,2,مصراتة,مصراتة,4,مصراته,مدرسة تحرير ليبيا,الغيران,مصراتة,عام,15.08654,32.38885
128,  الغربية ,12034,2,مصراتة,مصراتة,4,مصراته,مدرسة شهداء ليبيا,الغيران,مصراتة,عام,14.6225888888889,32.3973083333333
129,  الغربية ,12035,2,مصراتة,مصراتة,4,مصراته,ثانوية الغيران,الغيران,مصراتة,عام,15.04323,32.35148
130,  الغربية ,12036,2,مصراتة,مصراتة,4,مصراته,ثانوية النصر,الغيران,مصراتة,عام,15.00965,32.35947
131,  الغربية ,12037,2,مصراتة,مصراتة,4,مصراته,معهد المهن الشاملة بنات,الغيران,مصراتة,عام,15.04323,32.35148
132,  الغربية ,12038,2,مصراتة,مصراتة,4,مصراته,مدرسة أرض الأحرار,الغيران,مصراتة,عام,15.01783,32.36356
133,  الغربية ,12039,2,مصراتة,مصراتة,4,مصراته,معاذ بن جبل,الغيران,مصراتة,عام,14.9973,32.35406
134,  الغربية ,12040,2,مصراتة,مصراتة,4,مصراته,ثانوية اليقظة,الفراطسة,مصراتة,عام,15.06041,32.37049
135,  الغربية ,12041,2,مصراتة,مصراتة,4,مصراته,مدرسة الكرامة,القوشي,مصراتة,عام,15.07348,32.36839
136,  الغربية ,12042,2,مصراتة,مصراتة,4,مصراته,مدرسة الأنوار,المطاردة,مصراتة,عام,15.08654,32.38885
137,  الغربية ,12043,2,مصراتة,مصراتة,4,مصراته,مدرسة شهداء المقاصبة,المقاصبة,مصراتة,عام,15.07983,32.25438
138,  الغربية ,12044,2,مصراتة,مصراتة,4,مصراته,مدرسة اسماء للتعليم الأساسي,المقاوبة,مصراتة,عام,15.0810111111111,32.3517388888889
139,  الغربية ,12045,2,مصراتة,مصراتة,4,مصراته,مدرسة رأس الماجن,النجم الساطع,مصراتة,عام,15.03591,32.33233
140,  الغربية ,12046,2,مصراتة,مصراتة,4,مصراته,مدرسة شهداء المطار,النجم الساطع,مصراتة,عام,15.03078,32.31684
141,  الغربية ,12047,2,مصراتة,مصراتة,4,مصراته,مدرسة شهداء ابو روية,أبوروية,مصراتة,عام,14.95444,32.39307
142,  الغربية ,12048,2,مصراتة,مصراتة,4,مصراته,مدرسة ابوشعيرة,أبوشعيرة,مصراتة,عام,15.10733,32.39434
143,  الغربية ,12049,2,مصراتة,مصراتة,4,مصراته,مدرسة شهداء يدر,أبوشعيرة,مصراتة,عام,15.10889,32.38592
144,  الغربية ,12050,2,مصراتة,مصراتة,4,مصراته,مدرسة علي المنقوش,أبوشعيرة,مصراتة,عام,15.09375,32.3853
145,  الغربية ,12051,2,مصراتة,مصراتة,4,مصراته,ثانوية أم الشهيد,رأس عمار,مصراتة,عام,15.0810111111111,32.3517388888889
146,  الغربية ,12052,2,مصراتة,مصراتة,4,مصراته,مدرسة ذات الرمال,زاوية المحجوب,مصراتة,عام,14.6225888888889,32.3973083333333
147,  الغربية ,12053,2,مصراتة,مصراتة,4,مصراته,ثانوية الجيلاني,زاوية المحجوب,مصراتة,عام,14.97889,32.38714
148,  الغربية ,12054,2,مصراتة,مصراتة,4,مصراته,ثانوية جميلة أبوحيرد,زاوية المحجوب,مصراتة,عام,14.97133,32.38286
149,  الغربية ,12055,2,مصراتة,مصراتة,4,مصراته,مدرسة ذات السواري,زاوية المحجوب,مصراتة,عام,14.99567,32.39906
150,  الغربية ,12056,2,مصراتة,مصراتة,4,مصراته,مدرسة ابو بكر الصديق,زاوية المحجوب,مصراتة,عام,14.99415,32.37689
151,  الغربية ,12057,2,مصراتة,مصراتة,4,مصراته,مدرسة شهداء العقيلة,زاوية المحجوب,مصراتة,عام,15.00036,32.3723
152,  الغربية ,12058,2,مصراتة,مصراتة,4,مصراته,مدرسة شهداء الشط,زاوية المحجوب,مصراتة,عام,14.939,32.39514
153,  الغربية ,12059,2,مصراتة,مصراتة,4,مصراته,شهداء الثقيل,طريق الثقيل,مصراتة,عام,15.08654,32.38885
154,  الغربية ,12060,2,مصراتة,مصراتة,4,مصراته,ثانوية الخالدات,طمينة,مصراتة,عام,15.08016,32.25317
155,  الغربية ,12061,2,مصراتة,مصراتة,4,مصراته,مدرسة بدر الكبرى,طمينة,مصراتة,عام,15.09657,32.29433
156,  الغربية ,12062,2,مصراتة,مصراتة,4,مصراته,مدرسة طمينة المركزية,طمينة,مصراتة,عام,15.09766,32.37272
157,  الغربية ,12063,2,مصراتة,مصراتة,4,مصراته,ثانوية القرضابية,عباد,مصراتة,عام,15.073487,32.394971
158,  الغربية ,12064,2,مصراتة,مصراتة,4,مصراته,اسماء الثانوية,عباد,مصراتة,عام,15.09326,32.38255
159,  الغربية ,12065,2,مصراتة,مصراتة,4,مصراته,مدرسة عبد العاطي الجرم,قصر أحمد,مصراتة,عام,15.18316,32.3719
160,  الغربية ,12066,2,مصراتة,مصراتة,4,مصراته,ثانوية الخنساء,قصر أحمد,مصراتة,عام,15.20805,32.37288
161,  الغربية ,12067,2,مصراتة,مصراتة,4,مصراته,مدرسة شهداء قصر أحمد,قصر أحمد,مصراتة,عام,15.20459,32.36508
162,  الغربية ,12068,2,مصراتة,مصراتة,4,مصراته,مدرسة شهداء السدادة,كرزاز,مصراتة,عام,15.10022,32.32413
163,  الغربية ,12069,2,مصراتة,مصراتة,4,مصراته,مدرسة بلال بن رباح,يدر,مصراتة,عام,15.07983,32.25438
164,  الغربية ,12070,2,مصراتة,مصراتة,4,مصراته,مدرسة الصقور,يدر,مصراتة,عام,14.6225888888889,32.3973083333333
165,  الغربية ,12071,2,مصراتة,مصراتة,5,زليتن,السيدة زينب,ابو جريدة,زليتن,عام,15.07983,32.25438
166,  الغربية ,12072,2,مصراتة,مصراتة,5,زليتن,ابن النفيس,ابو جريدة,زليتن,عام,14.6225888888889,32.3973083333333
167,  الغربية ,12073,2,مصراتة,مصراتة,5,زليتن,المنار,ابو رقية,زليتن,عام,14.581806,32.486007
168,  الغربية ,12074,2,مصراتة,مصراتة,5,زليتن,الخنساء,ابو رقية,زليتن,عام,14.568437,32.481839
169,  الغربية ,12075,2,مصراتة,مصراتة,5,زليتن,السيدة هاجر,ادواو,زليتن,عام,14.591151,32.375241
170,  الغربية ,12076,2,مصراتة,مصراتة,5,زليتن,شهداء ادواو,ادواو,زليتن,عام,14.609695,32.374316
171,  الغربية ,12077,2,مصراتة,مصراتة,5,زليتن,الزبير بن العوام,ازدو الجنوبية,زليتن,عام,14.590061,32.451817
172,  الغربية ,12078,2,مصراتة,مصراتة,5,زليتن,الوحدة العربية,ازدو الجنوبية,زليتن,عام,14.578374,32.461982
173,  الغربية ,12079,2,مصراتة,مصراتة,5,زليتن,بدر الكبرى بنات,ازدو الشمالية,زليتن,عام,14.615827,32.467568
